Transaction ID,Customer ID,Product ID,Quantity,Price per Unit,Discount,Total Amount,Payment Method,Transaction Date
f43e0d79-c2ed-4f19-9147-7f7e11a54c51,e393279b-4ce2-4fb0-827f-3679e7170219,5149f844-2eeb-44d7-b0cc-107ee197de22,2,177.25,0.07,329.68,Cash,2024-03-13 23:42:27
e20af78d-234a-4a41-a15f-2eae7c0cba94,62f8815d-f670-473e-acbd-1beb82a7ba11,0a398407-b1d3-44b7-8989-e13ba82b7cfc,1,94.6,0.18,77.57,Gift Card,2023-10-13 20:24:45
e8cc20b8-576c-44dc-9ee1-41e926670d89,4f5bce86-71ae-499e-8b9f-87df7c885a65,e05d8c7a-9dbe-4765-8f86-be306a183868,7,70.77,0.2,396.31,Gift Card,2024-06-12 16:38:43
2d76c2f4-7dcb-4504-b8f3-15cb7665464d,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,1,261.15,0.15,221.98,Gift Card,2023-12-18 04:13:46
87f80b6a-8313-48c3-b63b-2973a1e09891,046eda0d-b24c-4e1b-8205-73103341f7c3,b1b35495-1437-4c28-ae82-5b89b79c8445,3,70.36,0.12,185.75,Credit Card,2024-04-10 05:38:52
b3fd620d-756d-42c2-aa48-dfabe821144c,7abe67f8-a726-429c-b4b9-18ed7fe46eb8,45c0515f-7095-49fc-bded-669b976a0816,8,99.76,0.25,598.56,PayPal,2024-05-27 02:33:26
78008aeb-bf63-409f-baa9-ce4dd3946569,e393279b-4ce2-4fb0-827f-3679e7170219,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,5,261.15,0.05,1240.46,Cash,2024-08-21 18:59:05
47a2b5f8-5efa-4485-a71c-938b55a24944,e4b78bf0-c1a1-4062-ba37-f31c7470485a,c5b855e0-13ff-41be-9099-c48a8935e181,1,66.01,0.02,64.69,Gift Card,2024-06-10 12:20:05
418d30e3-f743-408a-bfd8-9e5645a7bfd3,61ce44a4-9501-46de-8155-fb0c2143b166,2192dfa1-6ac3-45cd-a338-c21b32fb53db,1,48.53,0.06,45.62,PayPal,2024-01-09 18:16:52
aa40b928-f214-4e1e-b569-9c71171b3908,046eda0d-b24c-4e1b-8205-73103341f7c3,0a398407-b1d3-44b7-8989-e13ba82b7cfc,10,94.6,0.02,927.08,Credit Card,2024-03-24 03:29:03
4067bbb4-c5a8-4723-8932-939b938319e2,2cad6c04-7423-4e66-bdbc-f97b47529a54,5149f844-2eeb-44d7-b0cc-107ee197de22,3,177.25,0.09,483.89,PayPal,2023-12-01 01:49:52
129f9190-8f6e-4b90-a5d4-3b8c81e4f173,27d77472-e7ef-4afb-8ee4-dea2dd1b1bb6,6a87fc56-0c34-4509-a9bb-550ec71aa254,7,235.38,0.24,1252.22,PayPal,2023-10-02 09:01:25
8a53bba2-5767-4fc4-9452-f675a4568879,a32608f5-8e5d-4f5f-b79e-74c6dccc3d10,39158193-094f-4597-9e56-17fb93f0b565,6,244.16,0.06,1377.06,PayPal,2024-08-07 02:18:51
f3006c54-da99-48c6-9514-de9fcd77fe9c,4f5bce86-71ae-499e-8b9f-87df7c885a65,f815da2a-b965-41bb-adcb-ee2b766ca373,10,78.17,0.15,664.44,Gift Card,2024-08-18 01:42:55
f334a6ce-db6c-4010-b0ec-b1485fb346ca,6d4f5aee-e5e8-4676-b4e6-58f089f2bef8,0a398407-b1d3-44b7-8989-e13ba82b7cfc,7,94.6,0.05,629.09,Gift Card,2024-07-01 08:16:05
776986d7-e10f-479f-bf25-53f459ce002f,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,5149f844-2eeb-44d7-b0cc-107ee197de22,10,177.25,0.17,1471.18,Credit Card,2024-08-10 10:11:21
5ed6a5e5-ace9-4dee-bb2b-d5d91156c177,f52ba222-690d-4c87-ad84-c79eeadf32c5,3752d3e5-c4d9-40a3-81f9-cd18ed6716f3,7,135.61,0.14,816.37,PayPal,2024-08-04 23:58:32
56b3ecfc-af9e-42e6-abd0-af9ebaf2a927,e4b78bf0-c1a1-4062-ba37-f31c7470485a,2192dfa1-6ac3-45cd-a338-c21b32fb53db,3,48.53,0.21,115.02,PayPal,2024-03-15 18:33:00
89d7f342-bfcd-434e-8be9-0929b9247987,e393279b-4ce2-4fb0-827f-3679e7170219,0a398407-b1d3-44b7-8989-e13ba82b7cfc,5,94.6,0.13,411.51,Gift Card,2024-02-15 18:59:18
a47b5bfe-12cb-4aca-af88-84e6b6b1abc8,6d4f5aee-e5e8-4676-b4e6-58f089f2bef8,3752d3e5-c4d9-40a3-81f9-cd18ed6716f3,9,135.61,0.17,1013.01,Cash,2023-10-21 03:10:32
9f15b441-8b92-47c0-b695-59e8ab4a0dff,45c6d84a-695c-461f-a037-7b6b286b6b87,6bb4d354-f233-4b0d-b53d-ddfc0e7cd9e9,1,17.51,0.02,17.16,Gift Card,2024-03-04 21:17:43
58b52e18-e385-4404-9ea6-ddd7a92e116d,6d4f5aee-e5e8-4676-b4e6-58f089f2bef8,f815da2a-b965-41bb-adcb-ee2b766ca373,2,78.17,0.03,151.65,PayPal,2024-08-05 04:53:34
a45d15a8-4284-46fa-8aa6-cc3a60696fae,edf18c6a-83ce-4d48-aaa5-0c7643340012,39158193-094f-4597-9e56-17fb93f0b565,3,244.16,0.16,615.28,Cash,2024-02-12 00:21:01
ee352f98-8d0a-426d-8aef-9abbdb357199,3c8271a0-b2c5-4eff-9605-c67579a1ed82,45c0515f-7095-49fc-bded-669b976a0816,7,99.76,0.01,691.34,Credit Card,2024-08-13 03:43:23
0fe7b527-411e-4b4e-9917-99a0eac0de7c,62d5ee91-2b89-4b6b-a3ee-bf45b48a6823,f815da2a-b965-41bb-adcb-ee2b766ca373,2,78.17,0.06,146.96,Cash,2023-09-28 07:43:47
d3918916-efbf-4d9d-9c7b-c43442b8035c,e113af39-59bf-4aef-839a-b7962b2922e8,6bb4d354-f233-4b0d-b53d-ddfc0e7cd9e9,5,17.51,0.08,80.55,Credit Card,2024-03-05 04:35:52
7bfa111e-d740-4630-968c-f49e01834fae,e4b78bf0-c1a1-4062-ba37-f31c7470485a,0a39b586-83c8-40f3-82b6-186f76d9f7f7,6,44.51,0.01,264.39,Gift Card,2024-02-01 17:25:36
4fcc1f5f-65f7-4d4f-949e-c7a123460427,27d77472-e7ef-4afb-8ee4-dea2dd1b1bb6,5149f844-2eeb-44d7-b0cc-107ee197de22,1,177.25,0.15,150.66,PayPal,2023-11-20 17:27:06
402af272-6f82-404b-8d5d-b8fd1a0098cd,45c6d84a-695c-461f-a037-7b6b286b6b87,6a87fc56-0c34-4509-a9bb-550ec71aa254,4,235.38,0.11,837.95,PayPal,2024-04-28 00:35:25
1601ae84-669e-410b-a4a9-43e477d93298,e113af39-59bf-4aef-839a-b7962b2922e8,f815da2a-b965-41bb-adcb-ee2b766ca373,9,78.17,0.11,626.14,Gift Card,2023-11-20 07:43:42
fdb18820-0d8c-4c02-b13d-6b9688a8e124,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,2192dfa1-6ac3-45cd-a338-c21b32fb53db,8,48.53,0.21,306.71,Credit Card,2024-06-06 11:16:52
98051cf6-d635-4a96-9328-3fdc0f7c65d1,e4b78bf0-c1a1-4062-ba37-f31c7470485a,b949bc82-e8a2-4379-ae70-0c4c279311c9,5,10.85,0.16,45.57,Credit Card,2024-02-26 10:14:54
ff4f3e12-e2de-4ece-b13e-e1f799fede8c,edf18c6a-83ce-4d48-aaa5-0c7643340012,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,5,261.15,0.14,1122.94,PayPal,2023-10-29 12:47:07
9e53f7af-fe9c-4623-973d-0d74eb1747ee,62d5ee91-2b89-4b6b-a3ee-bf45b48a6823,3752d3e5-c4d9-40a3-81f9-cd18ed6716f3,5,135.61,0.23,522.1,PayPal,2024-03-25 05:47:25
3ea19ff4-9d35-4480-bbd5-d13bad6233de,3c8271a0-b2c5-4eff-9605-c67579a1ed82,0a398407-b1d3-44b7-8989-e13ba82b7cfc,5,94.6,0.01,468.27,Cash,2023-12-31 08:28:29
cd344963-2ca1-4ef5-8857-6aba75c515d5,f52ba222-690d-4c87-ad84-c79eeadf32c5,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,6,261.15,0.11,1394.54,Credit Card,2023-09-09 23:37:44
7bfc8413-adcf-447d-bd5a-fee6ea50c23b,a32608f5-8e5d-4f5f-b79e-74c6dccc3d10,c5b855e0-13ff-41be-9099-c48a8935e181,9,66.01,0.02,582.21,Credit Card,2024-04-03 14:23:38
5e2d9998-badc-4732-aa5a-4cfb2580525c,45c6d84a-695c-461f-a037-7b6b286b6b87,b949bc82-e8a2-4379-ae70-0c4c279311c9,6,10.85,0.16,54.68,Cash,2024-04-27 03:51:12
7f2601d2-f487-44d5-96ba-3e3d74f8669a,e4b78bf0-c1a1-4062-ba37-f31c7470485a,b6d9100f-fb3f-4e3f-bb19-1eae1dba2389,5,159.74,0.07,742.79,Cash,2024-08-08 09:38:20
7a47e1b8-c54b-4479-a8f1-ead5a2f9e3ae,3c8271a0-b2c5-4eff-9605-c67579a1ed82,2192dfa1-6ac3-45cd-a338-c21b32fb53db,7,48.53,0.16,285.36,Cash,2023-12-22 12:28:10
938f3687-123d-41eb-b485-75515be3763d,f52ba222-690d-4c87-ad84-c79eeadf32c5,45c0515f-7095-49fc-bded-669b976a0816,6,99.76,0.02,586.59,Credit Card,2023-09-08 15:23:44
5e652eb8-deea-42b4-9c75-7254bbe6d5a8,e4b78bf0-c1a1-4062-ba37-f31c7470485a,39158193-094f-4597-9e56-17fb93f0b565,5,244.16,0.23,940.02,Cash,2024-06-16 08:48:07
2d666e4f-c9d6-446e-ad3a-a90ce84df493,edf18c6a-83ce-4d48-aaa5-0c7643340012,84f1b736-9518-43f2-8769-925f8951df48,1,105.79,0.2,84.63,Gift Card,2024-08-25 00:04:39
9fb0c86d-7b77-49b5-9ffd-4c32398b0b3a,4f5bce86-71ae-499e-8b9f-87df7c885a65,b1b35495-1437-4c28-ae82-5b89b79c8445,9,70.36,0.17,525.59,PayPal,2024-06-25 20:53:36
f71dac3d-14d1-4602-a554-a124dea91bcc,f52ba222-690d-4c87-ad84-c79eeadf32c5,c7325dfb-351d-45a3-940a-acc9110f4988,7,168.69,0.1,1062.75,Cash,2024-06-14 17:02:46
b3ca817f-a69f-4f69-97ef-c6663f29c06d,27d77472-e7ef-4afb-8ee4-dea2dd1b1bb6,b6d9100f-fb3f-4e3f-bb19-1eae1dba2389,6,159.74,0.23,738.0,Gift Card,2024-01-02 07:24:02
1bdb77ce-e71f-4116-b356-d9df75caee04,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,6a87fc56-0c34-4509-a9bb-550ec71aa254,3,235.38,0.06,663.77,Cash,2023-10-21 22:42:43
6221205a-adf9-49d2-8aec-78a0756d1198,e393279b-4ce2-4fb0-827f-3679e7170219,39158193-094f-4597-9e56-17fb93f0b565,7,244.16,0.09,1555.3,Cash,2023-10-29 20:41:41
f88798ee-5e1c-407b-bc63-7300ebe37320,e393279b-4ce2-4fb0-827f-3679e7170219,c5b855e0-13ff-41be-9099-c48a8935e181,3,66.01,0.05,188.13,Gift Card,2024-06-25 09:18:14
5ba4c31f-7bf5-4102-ac98-b6cb4119db13,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,10,261.15,0.15,2219.78,Gift Card,2024-02-10 12:54:13
9748d90c-ff8f-4365-836a-d7f4349c75ba,e4b78bf0-c1a1-4062-ba37-f31c7470485a,5149f844-2eeb-44d7-b0cc-107ee197de22,1,177.25,0.04,170.16,Cash,2024-03-20 09:30:27
11765d69-5868-4eb8-806a-95797b4ffc64,2cad6c04-7423-4e66-bdbc-f97b47529a54,0a39b586-83c8-40f3-82b6-186f76d9f7f7,10,44.51,0.21,351.63,Gift Card,2023-09-28 12:50:28
14d81399-123c-4f95-8a20-4dc48ab35728,62d5ee91-2b89-4b6b-a3ee-bf45b48a6823,45c0515f-7095-49fc-bded-669b976a0816,7,99.76,0.24,530.72,Credit Card,2023-11-01 04:25:40
d4ab4fb1-c89f-4257-815f-7f0be9c96960,f52ba222-690d-4c87-ad84-c79eeadf32c5,b1b35495-1437-4c28-ae82-5b89b79c8445,1,70.36,0.03,68.25,Credit Card,2024-02-10 10:16:22
330bc9a6-e077-4d1a-9328-c150820a01c2,27d77472-e7ef-4afb-8ee4-dea2dd1b1bb6,ce8f2715-cfc8-4105-8b93-e7aba31b4e7f,1,93.99,0.1,84.59,Credit Card,2024-07-28 10:51:19
fe8ae36b-fac8-4eed-95df-8bb6ac98398c,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,4,261.15,0.09,950.59,PayPal,2024-08-24 22:15:43
7e606f47-c886-4c17-9ca6-d1a244bb9d7c,046eda0d-b24c-4e1b-8205-73103341f7c3,0a398407-b1d3-44b7-8989-e13ba82b7cfc,8,94.6,0.21,597.87,Cash,2024-01-12 12:00:32
fafa2bf1-7a68-4223-8ebd-85da3a3fb55e,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,0a398407-b1d3-44b7-8989-e13ba82b7cfc,5,94.6,0.04,454.08,Credit Card,2024-06-18 19:56:46
187b1d01-8451-465c-98ac-fcca52db8a9d,7abe67f8-a726-429c-b4b9-18ed7fe46eb8,b949bc82-e8a2-4379-ae70-0c4c279311c9,5,10.85,0.22,42.32,Gift Card,2024-02-08 00:18:36
9d134f0a-f084-4d05-a924-375bba236543,61ce44a4-9501-46de-8155-fb0c2143b166,e05d8c7a-9dbe-4765-8f86-be306a183868,2,70.77,0.16,118.89,Cash,2024-01-23 23:53:20
40af0f67-a8f0-409e-b413-1526f79f8814,61ce44a4-9501-46de-8155-fb0c2143b166,5149f844-2eeb-44d7-b0cc-107ee197de22,6,177.25,0.0,1063.5,Credit Card,2023-09-05 07:03:14
43899282-2bf0-40ef-8953-5c228c4d820a,62d5ee91-2b89-4b6b-a3ee-bf45b48a6823,dcfb87b1-b20c-4ea6-89d6-f8562972e0a8,5,151.0,0.13,656.85,Cash,2024-07-19 11:03:11
12ae2d24-7b18-4b58-aa6c-6816f5460f6b,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,45c0515f-7095-49fc-bded-669b976a0816,5,99.76,0.11,443.93,PayPal,2023-09-12 18:22:34
c35120e1-ef2c-47e6-bc26-71280f74c84c,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,c7325dfb-351d-45a3-940a-acc9110f4988,1,168.69,0.15,143.39,Gift Card,2024-05-09 09:31:13
7d0d2265-0c7e-4cd8-a834-23473c893522,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,ce8f2715-cfc8-4105-8b93-e7aba31b4e7f,7,93.99,0.25,493.45,PayPal,2024-08-18 19:02:55
9a1ee5d2-d83f-4d8e-b3c8-289a76da69f8,046eda0d-b24c-4e1b-8205-73103341f7c3,dcfb87b1-b20c-4ea6-89d6-f8562972e0a8,1,151.0,0.21,119.29,Gift Card,2024-05-22 05:58:10
48727fca-de0e-4746-96f2-e6a5ea4bd56a,e393279b-4ce2-4fb0-827f-3679e7170219,84f1b736-9518-43f2-8769-925f8951df48,4,105.79,0.07,393.54,PayPal,2023-12-08 10:32:21
09105b11-cd35-4fb7-b714-c56e4a27c0af,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,ce8f2715-cfc8-4105-8b93-e7aba31b4e7f,4,93.99,0.07,349.64,Credit Card,2024-02-26 14:35:29
a602ce38-0698-4a26-8559-652232d075a3,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,e05d8c7a-9dbe-4765-8f86-be306a183868,4,70.77,0.2,226.46,PayPal,2023-09-05 20:59:33
a4449a37-4c69-4700-b3f2-508d902a42fc,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,2192dfa1-6ac3-45cd-a338-c21b32fb53db,2,48.53,0.19,78.62,PayPal,2024-08-08 10:16:17
5e6bda77-3bdd-4035-a47b-4ae85cb69aeb,e393279b-4ce2-4fb0-827f-3679e7170219,c7325dfb-351d-45a3-940a-acc9110f4988,3,168.69,0.06,475.71,Cash,2024-04-24 10:32:03
2e415abb-00b5-47a1-9a9a-567de59cd7fd,62f8815d-f670-473e-acbd-1beb82a7ba11,39158193-094f-4597-9e56-17fb93f0b565,3,244.16,0.2,585.98,Gift Card,2024-05-02 13:07:21
694e16a3-bd81-4c4e-892a-b258aa691034,a32608f5-8e5d-4f5f-b79e-74c6dccc3d10,f815da2a-b965-41bb-adcb-ee2b766ca373,1,78.17,0.05,74.26,Credit Card,2023-10-05 03:27:15
e7165395-b6ef-4e5f-9099-852229eb9ad8,e4b78bf0-c1a1-4062-ba37-f31c7470485a,6a87fc56-0c34-4509-a9bb-550ec71aa254,8,235.38,0.13,1638.24,Cash,2024-03-04 03:40:29
450e611b-68e1-489b-b7f5-0bbf197bad50,4f5bce86-71ae-499e-8b9f-87df7c885a65,ce8f2715-cfc8-4105-8b93-e7aba31b4e7f,4,93.99,0.21,297.01,Cash,2024-05-03 01:29:01
42d492b1-40a3-4eb7-9a13-aef0ac0b262d,f52ba222-690d-4c87-ad84-c79eeadf32c5,f815da2a-b965-41bb-adcb-ee2b766ca373,2,78.17,0.21,123.51,Gift Card,2024-03-24 12:56:09
540b71dd-c666-43be-9c21-104e8a028148,e276c807-c6c4-47a0-a53f-3f22e22ccc1a,5149f844-2eeb-44d7-b0cc-107ee197de22,9,177.25,0.13,1387.87,PayPal,2024-07-03 07:50:09
b0f601fe-3919-442a-a44f-a136234ff072,62f8815d-f670-473e-acbd-1beb82a7ba11,6a87fc56-0c34-4509-a9bb-550ec71aa254,8,235.38,0.01,1864.21,Cash,2024-03-10 04:06:56
cd1e0ef0-c03a-447e-9b44-c437368d017f,e113af39-59bf-4aef-839a-b7962b2922e8,b6d9100f-fb3f-4e3f-bb19-1eae1dba2389,4,159.74,0.02,626.18,Cash,2023-12-15 08:58:47
99b4b348-4d4f-4dc5-bddd-f37ade21df72,3c8271a0-b2c5-4eff-9605-c67579a1ed82,c5b855e0-13ff-41be-9099-c48a8935e181,1,66.01,0.01,65.35,Credit Card,2024-01-09 05:42:12
a366d2da-9731-4d00-a6d6-d4fd4225281d,3c8271a0-b2c5-4eff-9605-c67579a1ed82,0a398407-b1d3-44b7-8989-e13ba82b7cfc,10,94.6,0.13,823.02,Credit Card,2023-10-04 20:13:26
25fd905d-c2ad-4ff0-a659-ac73f570a681,4f5bce86-71ae-499e-8b9f-87df7c885a65,3752d3e5-c4d9-40a3-81f9-cd18ed6716f3,4,135.61,0.01,537.02,Credit Card,2024-06-14 08:46:10
6b4d76dd-4249-484b-907f-0a5e04dcfa36,2cad6c04-7423-4e66-bdbc-f97b47529a54,c7325dfb-351d-45a3-940a-acc9110f4988,3,168.69,0.11,450.4,PayPal,2023-09-01 11:57:10
646fee3d-0b0d-4243-9af5-eb2d63d632be,27d77472-e7ef-4afb-8ee4-dea2dd1b1bb6,b1b35495-1437-4c28-ae82-5b89b79c8445,2,70.36,0.02,137.91,Cash,2023-09-20 09:29:44
51945227-9635-4f99-9855-d1722edbf8e2,e393279b-4ce2-4fb0-827f-3679e7170219,84f1b736-9518-43f2-8769-925f8951df48,3,105.79,0.19,257.07,Cash,2024-03-09 04:00:46
72586b10-1d1a-4850-9465-5111e9676145,3c8271a0-b2c5-4eff-9605-c67579a1ed82,a6f7af19-7eb7-44aa-87a4-77c851b79f9b,2,261.15,0.12,459.62,Gift Card,2024-08-02 15:25:54
d4228b88-8519-4da9-b087-04f15344e027,a32608f5-8e5d-4f5f-b79e-74c6dccc3d10,0a398407-b1d3-44b7-8989-e13ba82b7cfc,4,94.6,0.22,295.15,Credit Card,2024-08-02 17:18:15
2dc047b0-ea19-4f35-afb1-1e45392b323d,a32608f5-8e5d-4f5f-b79e-74c6dccc3d10,2192dfa1-6ac3-45cd-a338-c21b32fb53db,4,48.53,0.04,186.36,PayPal,2024-06-04 05:56:18
3ce127ff-9117-42c9-9a51-d33c388b2f1d,6714d7ee-747b-4562-aab8-659b0c0aa5c0,b6d9100f-fb3f-4e3f-bb19-1eae1dba2389,10,159.74,0.21,1261.95,Credit Card,2024-07-15 21:01:25
b4525494-bc9a-49ef-b707-95eb32abe4ce,779d6aaa-b2d3-46e4-b0e0-4b2c9694aa90,39158193-094f-4597-9e56-17fb93f0b565,10,244.16,0.03,2368.35,Gift Card,2023-10-11 12:17:37
eaddfec6-214d-4ec9-b1bd-7646adb96166,45c6d84a-695c-461f-a037-7b6b286b6b87,ce8f2715-cfc8-4105-8b93-e7aba31b4e7f,10,93.99,0.2,751.92,Gift Card,2024-06-24 19:04:35
36f1c2b6-4c4a-4a8c-b162-6d3ed7c0eb5d,45c6d84a-695c-461f-a037-7b6b286b6b87,b949bc82-e8a2-4379-ae70-0c4c279311c9,7,10.85,0.24,57.72,Cash,2023-09-26 21:47:10
c35a9c8c-4d5d-4207-8f2c-830c7fc2df09,2cad6c04-7423-4e66-bdbc-f97b47529a54,c5b855e0-13ff-41be-9099-c48a8935e181,5,66.01,0.24,250.84,Cash,2023-11-11 11:00:52
543c4f7c-c99f-4b5c-a614-629e8209ce61,62d5ee91-2b89-4b6b-a3ee-bf45b48a6823,dcfb87b1-b20c-4ea6-89d6-f8562972e0a8,2,151.0,0.09,274.82,Cash,2024-05-15 15:58:44
ec762372-e703-4aee-85e6-a4549a5c20bf,a32608f5-8e5d-4f5f-b79e-74c6dccc3d10,84f1b736-9518-43f2-8769-925f8951df48,10,105.79,0.02,1036.74,Credit Card,2024-05-16 23:27:58
b75b7202-0fd7-4629-9505-c1835d407242,6d4f5aee-e5e8-4676-b4e6-58f089f2bef8,6bb4d354-f233-4b0d-b53d-ddfc0e7cd9e9,10,17.51,0.08,161.09,PayPal,2023-10-22 22:52:11
a7728239-3186-4951-b72e-3ddee230da8c,6d4f5aee-e5e8-4676-b4e6-58f089f2bef8,b1b35495-1437-4c28-ae82-5b89b79c8445,2,70.36,0.01,139.31,Credit Card,2024-06-05 21:46:29
4e5d7cd4-6df4-48e4-8ec6-c5084397b439,e113af39-59bf-4aef-839a-b7962b2922e8,6bb4d354-f233-4b0d-b53d-ddfc0e7cd9e9,2,17.51,0.08,32.22,Gift Card,2024-04-18 14:48:45
e46a50fe-59b0-4464-b053-23fae617dc27,27d77472-e7ef-4afb-8ee4-dea2dd1b1bb6,5149f844-2eeb-44d7-b0cc-107ee197de22,8,177.25,0.21,1120.22,Gift Card,2024-02-19 02:52:40
17318a55-b63d-46ac-8996-461b4e807ebd,7abe67f8-a726-429c-b4b9-18ed7fe46eb8,b1b35495-1437-4c28-ae82-5b89b79c8445,5,70.36,0.11,313.1,Gift Card,2024-06-21 17:01:06
